ensembl_gene_id,external_gene_name,gene_biotype,chromosome_name,start_position,end_position,strand,description
ENSG00000259934,,processed_pseudogene,16,32845964,32846180,-1,kinase suppressor of ras 1 (KSR1) pseudogene
ENSG00000260903,XKR7,protein_coding,20,31968151,32003387,1,XK related 7 [Source:HGNC Symbol;Acc:HGNC:23062]
ENSG00000261512,,lncRNA,16,46622861,46624451,-1,novel transcript
ENSG00000261586,,lncRNA,12,51817899,51820150,1,novel transcript
ENSG00000264032,MIR4491,miRNA,11,111347757,111347824,1,microRNA 4491 [Source:HGNC Symbol;Acc:HGNC:41808]
ENSG00000265673,MIR4508,miRNA,15,23562062,23562131,-1,microRNA 4508 [Source:HGNC Symbol;Acc:HGNC:41659]
ENSG00000267154,OR1M4P,unprocessed_pseudogene,19,9083112,9083398,-1,olfactory receptor family 1 subfamily M member 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:31244]
ENSG00000267723,,lncRNA,19,14232621,14293954,-1,novel transcript
ENSG00000267938,EIF1P6,unprocessed_pseudogene,19,4347780,4349061,-1,eukaryotic translation initiation factor 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:49619]
ENSG00000268222,EEF1A1P7,processed_pseudogene,19,35382172,35384052,1,eukaryotic translation elongation factor 1 alpha 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:3202]
ENSG00000270815,,processed_pseudogene,2,124778454,124778640,-1,"heat shock protein 90kDa alpha (cytosolic), class A member 1 (HSP90AA1) pseudogene"
ENSG00000271134,IFITM3P9,transcribed_processed_pseudogene,2,60682873,60683244,-1,IFITM3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:54548]
ENSG00000272324,DAP-DT,lncRNA,5,10757714,10770295,1,DAP divergent transcript [Source:HGNC Symbol;Acc:HGNC:55214]
ENSG00000272617,,protein_coding,16,69328644,69334871,-1,"novel protein, COG8-PDF readthrough"
ENSG00000274111,MIR6777,miRNA,17,17813480,17813545,-1,microRNA 6777 [Source:HGNC Symbol;Acc:HGNC:50173]
ENSG00000275339,,processed_pseudogene,6,122454358,122454612,1,mitogen-activated protein kinase 6 (MAPK6) pseudogene
ENSG00000276118,,transcribed_unprocessed_pseudogene,1,143343180,143343275,1,transmembrane protein 128 (TMEM128) pseudogene
ENSG00000278045,,misc_RNA,11,32436797,32437030,1,
ENSG00000278338,VWA8-AS1,lncRNA,13,41955808,41981577,1,VWA8 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44270]
ENSG00000279584,,TEC,5,131797415,131797929,1,TEC
ENSG00000284300,,unprocessed_pseudogene,17,22531463,22531797,1,mitochondrially encoded NADH dehydrogenase 3 (MT-ND3) pseudogene
ENSG00000011677,GABRA3,protein_coding,X,152166234,152451425,-1,gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]
ENSG00000041880,PARP3,protein_coding,3,51942252,51948871,1,poly(ADP-ribose) polymerase family member 3 [Source:HGNC Symbol;Acc:HGNC:273]
ENSG00000059377,TBXAS1,protein_coding,7,139777051,140020325,1,thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]
ENSG00000070423,RNF126,protein_coding,19,647526,663233,-1,ring finger protein 126 [Source:HGNC Symbol;Acc:HGNC:21151]
ENSG00000081154,PCNP,protein_coding,3,101574180,101594465,1,PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]
ENSG00000090889,KIF4A,protein_coding,X,70290067,70420886,1,kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]
ENSG00000092853,CLSPN,protein_coding,1,35720218,35770002,-1,claspin [Source:HGNC Symbol;Acc:HGNC:19715]
ENSG00000100353,EIF3D,protein_coding,22,36510850,36529245,-1,eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]
ENSG00000102057,KCND1,protein_coding,X,48960982,48971866,-1,potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]
ENSG00000105617,LENG1,protein_coding,19,54155161,54159721,-1,leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]
ENSG00000108387,SEPTIN4,protein_coding,17,58520250,58544368,-1,septin 4 [Source:HGNC Symbol;Acc:HGNC:9165]
ENSG00000113407,TARS1,protein_coding,5,33440696,33469531,1,threonyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:11572]
ENSG00000119771,KLHL29,protein_coding,2,23385179,23708611,1,kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404]
ENSG00000122126,OCRL,protein_coding,X,129539849,129592561,1,OCRL inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108]
ENSG00000123472,ATPAF1,protein_coding,1,46632071,46673867,-1,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803]
ENSG00000135226,UGT2B28,protein_coding,4,69280475,69295050,1,UDP glucuronosyltransferase family 2 member B28 [Source:HGNC Symbol;Acc:HGNC:13479]
ENSG00000135547,HEY2,protein_coding,6,125747664,125761269,1,hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]
ENSG00000144426,NBEAL1,protein_coding,2,203014608,203226378,1,neurobeachin like 1 [Source:HGNC Symbol;Acc:HGNC:20681]
ENSG00000149289,ZC3H12C,protein_coding,11,110093392,110171841,1,zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362]
ENSG00000152689,RASGRP3,protein_coding,2,33436272,33586669,1,RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]
ENSG00000153684,GOLGA8F,protein_coding,15,28378621,28392021,1,golgin A8 family member F [Source:HGNC Symbol;Acc:HGNC:32378]
ENSG00000163251,FZD5,protein_coding,2,207762598,207769914,-1,frizzled class receptor 5 [Source:HGNC Symbol;Acc:HGNC:4043]
ENSG00000164151,ICE1,protein_coding,5,5420664,5490220,1,interactor of little elongation complex ELL subunit 1 [Source:HGNC Symbol;Acc:HGNC:29154]
ENSG00000164393,ADGRF2P,transcribed_unitary_pseudogene,6,47673420,47693719,1,"adhesion G protein-coupled receptor F2, pseudogene [Source:HGNC Symbol;Acc:HGNC:18991]"
ENSG00000165105,RASEF,protein_coding,9,82979590,83063255,-1,RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]
ENSG00000165280,VCP,protein_coding,9,35053928,35072671,-1,valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]
ENSG00000170044,ZPLD1,protein_coding,3,102099244,102479841,1,zona pellucida like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27022]
ENSG00000172789,HOXC5,protein_coding,12,54033050,54035361,1,homeobox C5 [Source:HGNC Symbol;Acc:HGNC:5127]
ENSG00000173320,STOX2,protein_coding,4,183797692,184023526,1,storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]
ENSG00000176728,TTTY14,lncRNA,Y,18772706,19077555,-1,"testis expressed transcript, Y-linked 14 [Source:HGNC Symbol;Acc:HGNC:18495]"
ENSG00000179051,RCC2,protein_coding,1,17406755,17439772,-1,regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]
ENSG00000179630,LACC1,protein_coding,13,43878917,43895091,1,laccase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26789]
ENSG00000180730,SHISA2,protein_coding,13,26044597,26052016,-1,shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]
ENSG00000185800,DMWD,protein_coding,19,45782947,45792845,-1,"DM1 locus, WD repeat containing [Source:HGNC Symbol;Acc:HGNC:2936]"
ENSG00000187607,ZNF286A,protein_coding,17,15699577,15720787,1,zinc finger protein 286A [Source:HGNC Symbol;Acc:HGNC:13501]
ENSG00000188060,RAB42,protein_coding,1,28592200,28595449,1,"RAB42, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:28702]"
ENSG00000197646,PDCD1LG2,protein_coding,9,5510491,5571282,1,programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]
ENSG00000200184,RNU1-20P,snRNA,3,192729555,192729716,-1,"RNA, U1 small nuclear 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:41946]"
ENSG00000200674,RN7SKP160,misc_RNA,1,173791548,173791887,1,RN7SK pseudogene 160 [Source:HGNC Symbol;Acc:HGNC:45884]
ENSG00000200969,,snoRNA,9,81888918,81888985,1,
ENSG00000202276,Y_RNA,misc_RNA,11,8877417,8877518,-1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000204193,TXNDC8,protein_coding,9,110303476,110337891,-1,thioredoxin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:31454]
ENSG00000207428,RNU6-95P,snRNA,4,68003895,68004001,1,"RNA, U6 small nuclear 95, pseudogene [Source:HGNC Symbol;Acc:HGNC:47058]"
ENSG00000214776,,transcribed_unprocessed_pseudogene,12,9480608,9575695,1,alpha-2-macroglobulin like 1 pseudogene
ENSG00000215206,TRBV24OR9-2,TR_V_pseudogene,9,33649047,33649614,1,T cell receptor beta variable 24/OR9-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12204]
ENSG00000223306,RNU6-1304P,snRNA,1,225741275,225741380,1,"RNA, U6 small nuclear 1304, pseudogene [Source:HGNC Symbol;Acc:HGNC:48267]"
ENSG00000223979,SMCR2,lncRNA,17,17674026,17677688,-1,"Smith-Magenis syndrome chromosome region, candidate 2 [Source:HGNC Symbol;Acc:HGNC:17914]"
ENSG00000227261,YWHAZP7,processed_pseudogene,X,64612632,64613262,-1,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39028]
ENSG00000230986,DDX3P2,processed_pseudogene,X,74133004,74133114,-1,DEAD-box helicase 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42172]
ENSG00000231510,LINC02782,lncRNA,1,5086459,5090899,-1,long intergenic non-protein coding RNA 2782 [Source:HGNC Symbol;Acc:HGNC:54302]
ENSG00000233129,,processed_pseudogene,1,93934479,93935244,-1,pseudogene similar to part of NADH dehydrogenase 2 (MTND2)
ENSG00000234170,LINC02645,lncRNA,10,2368561,2502200,-1,long intergenic non-protein coding RNA 2645 [Source:HGNC Symbol;Acc:HGNC:54129]
ENSG00000234202,H3P3,processed_pseudogene,1,92749175,92749330,-1,H3 histone pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43796]
ENSG00000234585,CCT6P3,transcribed_unprocessed_pseudogene,7,65064999,65073848,1,chaperonin containing TCP1 subunit 6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:35137]
ENSG00000234700,MTCO1P8,unprocessed_pseudogene,7,64108625,64110147,-1,MT-CO1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:52010]
ENSG00000234900,,lncRNA,20,10753278,10765286,-1,novel transcript
ENSG00000235613,NSRP1P1,processed_pseudogene,1,77847110,77848802,1,nuclear speckle splicing regulatory protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38087]
ENSG00000235775,,unprocessed_pseudogene,5,132163603,132163765,-1,Chediak-Higashi syndrome 1 (CHS10) pseudogene
ENSG00000236009,,lncRNA,1,21415898,21417492,1,novel transcript
ENSG00000240247,DEFA1B,protein_coding,8,6996766,6999202,-1,defensin alpha 1B [Source:HGNC Symbol;Acc:HGNC:33596]
ENSG00000241945,PWP2,protein_coding,21,44107358,44131181,1,PWP2 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]
ENSG00000248285,,lncRNA,5,63957893,63981043,-1,"novel transcript, sense overlapping HTR1A"
ENSG00000250899,,lncRNA,12,3041437,3044950,1,novel transcript
ENSG00000251113,,processed_pseudogene,4,29465701,29467850,-1,"protein inhibitor of activated STAT, 2 (PIAS2) pseudogene"
ENSG00000252533,RNU6-572P,snRNA,5,139221758,139221837,1,"RNA, U6 small nuclear 572, pseudogene [Source:HGNC Symbol;Acc:HGNC:47535]"
ENSG00000254735,HMGB1P42,processed_pseudogene,11,120936102,120936654,-1,high mobility group box 1 pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:39189]
ENSG00000254940,OR4A19P,unprocessed_pseudogene,11,49920312,49921414,-1,olfactory receptor family 4 subfamily A member 19 pseudogene [Source:HGNC Symbol;Acc:HGNC:15156]
ENSG00000255217,OR5J7P,unprocessed_pseudogene,11,56165500,56165921,1,olfactory receptor family 5 subfamily J member 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:31289]
ENSG00000255482,,lncRNA,11,102467255,102498809,1,"novel transcript, antisense to TMEM123"
ENSG00000257296,,processed_pseudogene,12,84671598,84672026,1,cytochrome c oxidase subunit Va (COX5A) pseudogene
ENSG00000257624,,processed_pseudogene,12,112000739,112000985,-1,immediate early response 3 interacting protein 1 (IR3IP) pseudogene
ENSG00000261587,TMEM249,protein_coding,8,144352219,144354954,-1,transmembrane protein 249 [Source:HGNC Symbol;Acc:HGNC:44155]
ENSG00000261763,,lncRNA,3,139678620,139682564,-1,novel transcript
ENSG00000262209,PCDHGB3,protein_coding,5,141370242,141512975,1,"protocadherin gamma subfamily B, 3 [Source:HGNC Symbol;Acc:HGNC:8710]"
ENSG00000264260,LINC01893,lncRNA,18,76209422,76221725,1,long intergenic non-protein coding RNA 1893 [Source:HGNC Symbol;Acc:HGNC:52712]
ENSG00000265118,,protein_coding,17,31305213,31318831,-1,novel protein
ENSG00000265164,MIR2681,miRNA,13,101967642,101967746,-1,microRNA 2681 [Source:HGNC Symbol;Acc:HGNC:41532]
ENSG00000265777,RN7SL624P,misc_RNA,17,2199762,2200039,1,"RNA, 7SL, cytoplasmic 624, pseudogene [Source:HGNC Symbol;Acc:HGNC:46640]"
ENSG00000266965,,lncRNA,18,35595901,35597599,1,novel transcript
ENSG00000267107,PCAT19,lncRNA,19,41449520,41502015,-1,prostate cancer associated transcript 19 [Source:HGNC Symbol;Acc:HGNC:49593]
ENSG00000268267,SIGLEC29P,unprocessed_pseudogene,19,51563797,51564910,-1,"sialic acid binding Ig like lectin 29, pseudogene [Source:HGNC Symbol;Acc:HGNC:15619]"
ENSG00000269971,,lncRNA,1,27773858,27774041,1,"novel transcript, sense intronic to STX12"
ENSG00000270071,,lncRNA,21,16291077,16310484,-1,novel transcript
ENSG00000270992,,processed_pseudogene,7,130255902,130262770,1,"ribosomal protein L29, pseudogene"
ENSG00000271219,,processed_pseudogene,8,121113358,121113919,-1,glucosamine-phosphate N-acetyltransferase 1 (GNPNAT1) pseudogene
ENSG00000272249,,lncRNA,8,97132835,97133379,-1,"novel transcript, antisense to CPQ"
ENSG00000272269,NUP153-AS1,lncRNA,6,17706083,17711324,1,NUP153 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55217]
ENSG00000272839,,lncRNA,7,157868538,157869154,1,"novel transcript, antisense to PTPRN2"
ENSG00000273175,,lncRNA,1,244863764,244865907,1,novel transcript
ENSG00000276763,,processed_pseudogene,3,108574683,108575064,1,ribosomal protein L10 (RPL10) pseudogene
ENSG00000277017,,lncRNA,22,18486999,18491247,-1,novel transcript
ENSG00000278030,TRBV7-9,TR_V_gene,7,142529290,142529762,1,T cell receptor beta variable 7-9 [Source:HGNC Symbol;Acc:HGNC:12243]
ENSG00000278175,GLIDR,lncRNA,9,39705825,39810128,-1,glioblastoma down-regulated RNA [Source:HGNC Symbol;Acc:HGNC:48823]
ENSG00000279918,,TEC,4,19098199,19098740,1,TEC
ENSG00000279965,LINC03032,lncRNA,13,110123208,110125235,1,long intergenic non-protein coding RNA 3032 [Source:HGNC Symbol;Acc:HGNC:56192]
ENSG00000281477,LINC01955,lncRNA,2,87249072,87253833,-1,long intergenic non-protein coding RNA 1955 [Source:HGNC Symbol;Acc:HGNC:52780]
ENSG00000283840,MIR6764,miRNA,14,100277357,100277417,1,microRNA 6764 [Source:HGNC Symbol;Acc:HGNC:49994]
ENSG00000284060,,transcribed_unprocessed_pseudogene,22,21002895,21009453,-1,"pseudogene similar to part of tubulin, alpha 3c (TUBA3C)"
ENSG00000284085,MIR4732,miRNA,17,28861655,28861730,-1,microRNA 4732 [Source:HGNC Symbol;Acc:HGNC:41639]
ENSG00000012124,CD22,protein_coding,19,35319261,35347361,1,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSG00000013293,SLC7A14,protein_coding,3,170459548,170586075,-1,solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]
ENSG00000070669,ASNS,protein_coding,7,97851677,97872542,-1,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]
ENSG00000074696,HACD3,protein_coding,15,65530418,65578349,1,3-hydroxyacyl-CoA dehydratase 3 [Source:HGNC Symbol;Acc:HGNC:24175]
ENSG00000088451,TGDS,protein_coding,13,94574054,94596276,-1,"TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]"
ENSG00000095383,TBC1D2,protein_coding,9,98199011,98255649,-1,TBC1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:18026]
ENSG00000100271,TTLL1,protein_coding,22,43039516,43089427,-1,TTL family tubulin polyglutamylase complex subunit L1 [Source:HGNC Symbol;Acc:HGNC:1312]
ENSG00000100294,MCAT,protein_coding,22,43132209,43143398,-1,malonyl-CoA-acyl carrier protein transacylase [Source:HGNC Symbol;Acc:HGNC:29622]
ENSG00000105443,CYTH2,protein_coding,19,48469208,48482314,1,cytohesin 2 [Source:HGNC Symbol;Acc:HGNC:9502]
ENSG00000106608,URGCP,protein_coding,7,43875894,43926411,-1,upregulator of cell proliferation [Source:HGNC Symbol;Acc:HGNC:30890]
ENSG00000109089,CDR2L,protein_coding,17,74987583,75005800,1,cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999]
ENSG00000119457,SLC46A2,protein_coding,9,112878920,112890876,-1,solute carrier family 46 member 2 [Source:HGNC Symbol;Acc:HGNC:16055]
ENSG00000121207,LRAT,protein_coding,4,154626945,154753120,1,lecithin retinol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6685]
ENSG00000125945,ZNF436,protein_coding,1,23359448,23369836,-1,zinc finger protein 436 [Source:HGNC Symbol;Acc:HGNC:20814]
ENSG00000126264,HCST,protein_coding,19,35900635,35904377,1,hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:HGNC:16977]
ENSG00000131068,DEFB118,protein_coding,20,31368601,31373923,1,defensin beta 118 [Source:HGNC Symbol;Acc:HGNC:16196]
ENSG00000134265,NAPG,protein_coding,18,10525905,10552766,1,NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]
ENSG00000134317,GRHL1,protein_coding,2,9951693,10002277,1,grainyhead like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:17923]
ENSG00000138356,AOX1,protein_coding,2,200585864,200677064,1,aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]
ENSG00000143179,UCK2,protein_coding,1,165827586,165911618,1,uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562]
ENSG00000146555,SDK1,protein_coding,7,3301252,4269000,1,sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]
ENSG00000154330,PGM5,protein_coding,9,68328308,68535009,1,phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]
ENSG00000155052,CNTNAP5,protein_coding,2,124025287,124921219,1,contactin associated protein family member 5 [Source:HGNC Symbol;Acc:HGNC:18748]
ENSG00000158428,CATIP,protein_coding,2,218356857,218369962,1,ciliogenesis associated TTC17 interacting protein [Source:HGNC Symbol;Acc:HGNC:25062]
ENSG00000160813,PPP1R35,protein_coding,7,100435282,100436497,-1,protein phosphatase 1 regulatory subunit 35 [Source:HGNC Symbol;Acc:HGNC:28320]
ENSG00000164850,GPER1,protein_coding,7,1082208,1094511,1,G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485]
ENSG00000164967,RPP25L,protein_coding,9,34610486,34612605,-1,ribonuclease P/MRP subunit p25 like [Source:HGNC Symbol;Acc:HGNC:19909]
ENSG00000165246,NLGN4Y,protein_coding,Y,14522573,14845654,1,neuroligin 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:15529]
ENSG00000165802,NSMF,protein_coding,9,137447570,137459576,-1,NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:HGNC Symbol;Acc:HGNC:29843]
ENSG00000174456,C12orf76,protein_coding,12,110027028,110073636,-1,chromosome 12 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:33790]
ENSG00000177800,TMEM78,lncRNA,1,229249636,229251810,1,transmembrane protein 78 [Source:HGNC Symbol;Acc:HGNC:32307]
ENSG00000178381,ZFAND2A,protein_coding,7,1151903,1160771,-1,zinc finger AN1-type containing 2A [Source:HGNC Symbol;Acc:HGNC:28073]
ENSG00000178913,TAF7,protein_coding,5,141259884,141320784,-1,TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]
ENSG00000181061,HIGD1A,protein_coding,3,42782908,42804527,-1,HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527]
ENSG00000183607,GKN2,protein_coding,2,68945232,68952955,-1,gastrokine 2 [Source:HGNC Symbol;Acc:HGNC:24588]
ENSG00000184897,H1-10,protein_coding,3,129314771,129316286,-1,H1.10 linker histone [Source:HGNC Symbol;Acc:HGNC:4722]
ENSG00000196268,ZNF493,protein_coding,19,21397119,21427577,1,zinc finger protein 493 [Source:HGNC Symbol;Acc:HGNC:23708]
ENSG00000199556,RNA5SP361,rRNA_pseudogene,12,45117771,45117888,1,"RNA, 5S ribosomal pseudogene 361 [Source:HGNC Symbol;Acc:HGNC:43261]"
ENSG00000199855,RNU6-490P,snRNA,10,27088321,27088427,-1,"RNA, U6 small nuclear 490, pseudogene [Source:HGNC Symbol;Acc:HGNC:47453]"
ENSG00000200750,Y_RNA,misc_RNA,18,21724119,21724229,1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000204334,ERICH2,protein_coding,2,170766878,170798977,1,glutamate rich 2 [Source:HGNC Symbol;Acc:HGNC:44395]
ENSG00000206675,RNU6-32P,snRNA,4,39297605,39297711,-1,"RNA, U6 small nuclear 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:34276]"
ENSG00000207994,MIR100,miRNA,11,122152229,122152308,-1,microRNA 100 [Source:HGNC Symbol;Acc:HGNC:31487]
ENSG00000213279,,lncRNA,22,49572264,49575427,-1,novel transcript
ENSG00000216436,H2AC2P,transcribed_unprocessed_pseudogene,6,25732497,25732827,1,"H2A clustered histone 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:18720]"
ENSG00000219669,BECN1P2,processed_pseudogene,6,71075564,71076375,1,beclin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51330]
ENSG00000222017,,lncRNA,2,197640289,197774823,1,"novel transcript, antisense to BOLL"
ENSG00000222042,,lncRNA,21,25169427,25362494,-1,novel transcript
ENSG00000223982,SNRPD2P2,processed_pseudogene,1,231475956,231476288,-1,small nuclear ribonucleoprotein D2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38598]
ENSG00000226048,YBX1P8,processed_pseudogene,X,46684765,46685707,-1,Y-box binding protein 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42429]
ENSG00000226973,,unprocessed_pseudogene,1,115471941,115476027,1,renin (REN) pseudogene
ENSG00000227432,ASIC4-AS1,lncRNA,2,219482073,219516877,-1,ASIC4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40960]
ENSG00000227658,,lncRNA,7,40775558,40785217,1,novel transcript
ENSG00000229273,,processed_pseudogene,9,39809562,39810019,1,novel pseudogene
ENSG00000230927,TMBIM7P,transcribed_unitary_pseudogene,7,92412979,92433431,-1,"transmembrane BAX inhibitor motif containing 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:49212]"
